"Year","Month","MonthT","Season","RiskRegion","Analyte","n","mean","sd","min","max","FullDate"
"1995","06","Jun","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1995 06"
"1995","07","Jul","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1995 07"
"1995","07","Jul","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1995 07"
"1995","07","Jul","Dry","Sacramento River","mercury",4,0.010945,0.011615410740334,0.00089,0.0226,"1995 07"
"1995","07","Jul","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1995 07"
"1995","07","Jul","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1995 07"
"1995","07","Jul","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1995 07"
"1995","08","Aug","Dry","Suisun Bay","mercury",6,130.35741,170.475460081675,0.00043,347.83,"1995 08"
"1995","08","Aug","Dry","Confluence","mercury",4,119.44857,204.171472692493,0.00046,423.27,"1995 08"
"1995","08","Aug","Dry","Sacramento River","mercury",4,0.0044075,0.00514386608819994,0.00103,0.01207,"1995 08"
"1995","08","Aug","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1995 08"
"1995","08","Aug","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1995 08"
"1995","08","Aug","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1995 08"
"1995","09","Sep","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1995 09"
"1995","09","Sep","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1995 09"
"1995","09","Sep","Dry","Sacramento River","mercury",4,0.0043125,0.00402605162245427,0.00141,0.01019,"1995 09"
"1995","09","Sep","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1995 09"
"1995","09","Sep","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1995 09"
"1995","09","Sep","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1995 09"
"1995","10","Oct","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1995 10"
"1995","10","Oct","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1995 10"
"1995","10","Oct","Dry","Sacramento River","mercury",2,0.00125,1.4142135623731e-05,0.00124,0.00126,"1995 10"
"1995","10","Oct","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1995 10"
"1995","10","Oct","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1995 10"
"1995","10","Oct","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1995 10"
"1995","11","Nov","Wet","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1995 11"
"1995","11","Nov","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1995 11"
"1995","11","Nov","Wet","Sacramento River","mercury",2,0.00233,0.000113137084989848,0.00225,0.00241,"1995 11"
"1995","11","Nov","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1995 11"
"1995","11","Nov","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1995 11"
"1995","11","Nov","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1995 11"
"1995","12","Dec","Wet","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1995 12"
"1995","12","Dec","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1995 12"
"1995","12","Dec","Wet","Sacramento River","mercury",1,0.00785,NA,0.00785,0.00785,"1995 12"
"1995","12","Dec","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1995 12"
"1995","12","Dec","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1995 12"
"1995","12","Dec","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1995 12"
"1996","01","Jan","Wet","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1996 01"
"1996","01","Jan","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1996 01"
"1996","01","Jan","Wet","Sacramento River","mercury",2,0.00605,0.00586898628384834,0.0019,0.0102,"1996 01"
"1996","01","Jan","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1996 01"
"1996","01","Jan","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1996 01"
"1996","01","Jan","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1996 01"
"1996","02","Feb","Wet","Suisun Bay","mercury",6,88.56761,123.923065459838,0.00131,250,"1996 02"
"1996","02","Feb","Wet","Confluence","mercury",4,125.0018925,184.625844634952,0.00189,391,"1996 02"
"1996","02","Feb","Wet","Sacramento River","mercury",2,0.00916,0.0109460129727678,0.00142,0.0169,"1996 02"
"1996","02","Feb","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1996 02"
"1996","02","Feb","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1996 02"
"1996","02","Feb","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1996 02"
"1996","03","Mar","Wet","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1996 03"
"1996","03","Mar","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1996 03"
"1996","03","Mar","Wet","Sacramento River","mercury",3,0.00719333333333333,0.00351440369527084,0.00323,0.00993,"1996 03"
"1996","03","Mar","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1996 03"
"1996","03","Mar","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1996 03"
"1996","03","Mar","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1996 03"
"1996","04","Apr","Wet","Suisun Bay","mercury",3,0.000863333333333333,0.000201328918273887,0.00065,0.00105,"1996 04"
"1996","04","Apr","Wet","Confluence","mercury",2,0.00183,0.00175362481734264,0.00059,0.00307,"1996 04"
"1996","04","Apr","Wet","Sacramento River","mercury",2,0.00099,0.00029698484809835,0.00078,0.0012,"1996 04"
"1996","04","Apr","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1996 04"
"1996","04","Apr","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1996 04"
"1996","04","Apr","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1996 04"
"1996","05","May","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1996 05"
"1996","05","May","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1996 05"
"1996","05","May","Dry","Sacramento River","mercury",2,0.002015,0.000487903679018718,0.00167,0.00236,"1996 05"
"1996","05","May","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1996 05"
"1996","05","May","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1996 05"
"1996","05","May","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1996 05"
"1996","06","Jun","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1996 06"
"1996","06","Jun","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1996 06"
"1996","06","Jun","Dry","Sacramento River","mercury",2,0.002355,0.001576848122046,0.00124,0.00347,"1996 06"
"1996","06","Jun","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1996 06"
"1996","06","Jun","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1996 06"
"1996","06","Jun","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1996 06"
"1996","07","Jul","Dry","Suisun Bay","mercury",3,0.01169,0.0114805618329418,0.00057,0.0235,"1996 07"
"1996","07","Jul","Dry","Confluence","mercury",2,0.000805,7.77817459305202e-05,0.00075,0.00086,"1996 07"
"1996","07","Jul","Dry","Sacramento River","mercury",2,0.001705,0.00067175144212722,0.00123,0.00218,"1996 07"
"1996","07","Jul","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1996 07"
"1996","07","Jul","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1996 07"
"1996","07","Jul","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1996 07"
"1996","08","Aug","Dry","Suisun Bay","mercury",3,221.7,108.829086185633,96.1,288,"1996 08"
"1996","08","Aug","Dry","Confluence","mercury",2,209.2,251.447171389936,31.4,387,"1996 08"
"1996","08","Aug","Dry","Sacramento River","mercury",2,0.002895,0.00096873629022557,0.00221,0.00358,"1996 08"
"1996","08","Aug","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1996 08"
"1996","08","Aug","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1996 08"
"1996","08","Aug","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1996 08"
"1996","09","Sep","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1996 09"
"1996","09","Sep","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1996 09"
"1996","09","Sep","Dry","Sacramento River","mercury",2,0.00349,0.00306884343034962,0.00132,0.00566,"1996 09"
"1996","09","Sep","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1996 09"
"1996","09","Sep","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1996 09"
"1996","09","Sep","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1996 09"
"1996","10","Oct","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1996 10"
"1996","10","Oct","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1996 10"
"1996","10","Oct","Dry","Sacramento River","mercury",3,0.00463666666666667,0.00435871923084446,0.00098,0.00946,"1996 10"
"1996","10","Oct","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1996 10"
"1996","10","Oct","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1996 10"
"1996","10","Oct","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1996 10"
"1996","11","Nov","Wet","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1996 11"
"1996","11","Nov","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1996 11"
"1996","11","Nov","Wet","Sacramento River","mercury",2,0.004125,0.00207182286887658,0.00266,0.00559,"1996 11"
"1996","11","Nov","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1996 11"
"1996","11","Nov","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1996 11"
"1996","11","Nov","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1996 11"
"1996","12","Dec","Wet","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1996 12"
"1996","12","Dec","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1996 12"
"1996","12","Dec","Wet","Sacramento River","mercury",2,0.0133,0.00014142135623731,0.0132,0.0134,"1996 12"
"1996","12","Dec","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1996 12"
"1996","12","Dec","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1996 12"
"1996","12","Dec","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1996 12"
"1997","01","Jan","Wet","Suisun Bay","mercury",6,99.79521,136.734708322006,0.00179,291.011,"1997 01"
"1997","01","Jan","Wet","Confluence","mercury",4,142.585985,256.255477090719,0.00333,525.67,"1997 01"
"1997","01","Jan","Wet","Sacramento River","mercury",1,0.00263,NA,0.00263,0.00263,"1997 01"
"1997","01","Jan","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1997 01"
"1997","01","Jan","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1997 01"
"1997","01","Jan","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1997 01"
"1997","02","Feb","Wet","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1997 02"
"1997","02","Feb","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1997 02"
"1997","02","Feb","Wet","Sacramento River","mercury",2,0.010495,0.0111793582105593,0.00259,0.0184,"1997 02"
"1997","02","Feb","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1997 02"
"1997","02","Feb","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1997 02"
"1997","02","Feb","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1997 02"
"1997","03","Mar","Wet","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1997 03"
"1997","03","Mar","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1997 03"
"1997","03","Mar","Wet","Sacramento River","mercury",2,0.00441,0.00364867099092258,0.00183,0.00699,"1997 03"
"1997","03","Mar","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1997 03"
"1997","03","Mar","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1997 03"
"1997","03","Mar","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1997 03"
"1997","04","Apr","Wet","Suisun Bay","mercury",3,0.00783466666666667,0.0104865506880639,0.000914,0.0199,"1997 04"
"1997","04","Apr","Wet","Confluence","mercury",2,0.004305,0.00433456456867354,0.00124,0.00737,"1997 04"
"1997","04","Apr","Wet","Sacramento River","mercury",2,0.002845,0.00207182286887658,0.00138,0.00431,"1997 04"
"1997","04","Apr","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1997 04"
"1997","04","Apr","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1997 04"
"1997","04","Apr","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1997 04"
"1997","05","May","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1997 05"
"1997","05","May","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1997 05"
"1997","05","May","Dry","Sacramento River","mercury",2,0.00243,0.00234759451353934,0.00077,0.00409,"1997 05"
"1997","05","May","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1997 05"
"1997","05","May","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1997 05"
"1997","05","May","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1997 05"
"1997","06","Jun","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1997 06"
"1997","06","Jun","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1997 06"
"1997","06","Jun","Dry","Sacramento River","mercury",2,0.001725,3.53553390593275e-05,0.0017,0.00175,"1997 06"
"1997","06","Jun","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1997 06"
"1997","06","Jun","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1997 06"
"1997","06","Jun","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1997 06"
"1997","07","Jul","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1997 07"
"1997","07","Jul","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1997 07"
"1997","07","Jul","Dry","Sacramento River","mercury",2,0.00091,0.000381837661840736,0.00064,0.00118,"1997 07"
"1997","07","Jul","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1997 07"
"1997","07","Jul","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1997 07"
"1997","07","Jul","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1997 07"
"1997","08","Aug","Dry","Suisun Bay","mercury",6,111.69781,141.903648435403,0.00117,290,"1997 08"
"1997","08","Aug","Dry","Confluence","mercury",4,13.3773125,15.7746643479249,0.00131,30.7,"1997 08"
"1997","08","Aug","Dry","Sacramento River","mercury",2,0.00249,0.00233345237791561,0.00084,0.00414,"1997 08"
"1997","08","Aug","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1997 08"
"1997","08","Aug","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1997 08"
"1997","08","Aug","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1997 08"
"1997","09","Sep","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1997 09"
"1997","09","Sep","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1997 09"
"1997","09","Sep","Dry","Sacramento River","mercury",2,0.00069,8.48528137423857e-05,0.00063,0.00075,"1997 09"
"1997","09","Sep","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1997 09"
"1997","09","Sep","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1997 09"
"1997","09","Sep","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1997 09"
"1997","10","Oct","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1997 10"
"1997","10","Oct","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1997 10"
"1997","10","Oct","Dry","Sacramento River","mercury",3,0.000756666666666667,0.000105039675043925,0.00065,0.00086,"1997 10"
"1997","10","Oct","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1997 10"
"1997","10","Oct","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1997 10"
"1997","10","Oct","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1997 10"
"1997","11","Nov","Wet","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1997 11"
"1997","11","Nov","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1997 11"
"1997","11","Nov","Wet","Sacramento River","mercury",2,0.000875,3.53553390593274e-05,0.00085,9e-04,"1997 11"
"1997","11","Nov","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1997 11"
"1997","11","Nov","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1997 11"
"1997","11","Nov","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1997 11"
"1997","12","Dec","Wet","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1997 12"
"1997","12","Dec","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1997 12"
"1997","12","Dec","Wet","Sacramento River","mercury",2,0.004485,0.00432042243304981,0.00143,0.00754,"1997 12"
"1997","12","Dec","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1997 12"
"1997","12","Dec","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1997 12"
"1997","12","Dec","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1997 12"
"1998","01","Jan","Wet","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1998 01"
"1998","01","Jan","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1998 01"
"1998","01","Jan","Wet","Sacramento River","mercury",4,0.00933,0.00868179320954682,0.00211,0.0197,"1998 01"
"1998","01","Jan","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1998 01"
"1998","01","Jan","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1998 01"
"1998","01","Jan","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1998 01"
"1998","02","Feb","Wet","Suisun Bay","mercury",6,108.456585,144.300145114574,0.00297,301.02,"1998 02"
"1998","02","Feb","Wet","Confluence","mercury",4,111.758145,174.973032661067,0.00958,368.243,"1998 02"
"1998","02","Feb","Wet","Sacramento River","mercury",2,0.00622,0.00633567675943146,0.00174,0.0107,"1998 02"
"1998","02","Feb","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1998 02"
"1998","02","Feb","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1998 02"
"1998","02","Feb","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1998 02"
"1998","03","Mar","Wet","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1998 03"
"1998","03","Mar","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1998 03"
"1998","03","Mar","Wet","Sacramento River","mercury",2,0.01227,0.0154573542367379,0.00134,0.0232,"1998 03"
"1998","03","Mar","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1998 03"
"1998","03","Mar","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1998 03"
"1998","03","Mar","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1998 03"
"1998","04","Apr","Wet","Suisun Bay","mercury",3,0.00518,0.00590967850225374,0.00157,0.012,"1998 04"
"1998","04","Apr","Wet","Confluence","mercury",2,0.00425,0.00386080302527855,0.00152,0.00698,"1998 04"
"1998","04","Apr","Wet","Sacramento River","mercury",2,0.00108,0.000127279220613579,0.00099,0.00117,"1998 04"
"1998","04","Apr","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1998 04"
"1998","04","Apr","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1998 04"
"1998","04","Apr","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1998 04"
"1998","05","May","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1998 05"
"1998","05","May","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1998 05"
"1998","05","May","Dry","Sacramento River","mercury",2,0.00467,0.00527501658765164,0.00094,0.0084,"1998 05"
"1998","05","May","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1998 05"
"1998","05","May","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1998 05"
"1998","05","May","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1998 05"
"1998","06","Jun","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1998 06"
"1998","06","Jun","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1998 06"
"1998","06","Jun","Dry","Sacramento River","mercury",2,0.00117,0.000183847763108502,0.00104,0.0013,"1998 06"
"1998","06","Jun","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1998 06"
"1998","06","Jun","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1998 06"
"1998","06","Jun","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1998 06"
"1998","07","Jul","Dry","Suisun Bay","mercury",6,115.86726,153.524010086797,0.00077,332,"1998 07"
"1998","07","Jul","Dry","Confluence","mercury",4,43.0755375,68.0330367754169,0.00107,143,"1998 07"
"1998","07","Jul","Dry","Sacramento River","mercury",2,0.003405,0.00350017856687341,0.00093,0.00588,"1998 07"
"1998","07","Jul","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1998 07"
"1998","07","Jul","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1998 07"
"1998","07","Jul","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1998 07"
"1998","08","Aug","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1998 08"
"1998","08","Aug","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1998 08"
"1998","08","Aug","Dry","Sacramento River","mercury",2,0.000605,4.94974746830584e-05,0.00057,0.00064,"1998 08"
"1998","08","Aug","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1998 08"
"1998","08","Aug","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1998 08"
"1998","08","Aug","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1998 08"
"1998","09","Sep","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1998 09"
"1998","09","Sep","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1998 09"
"1998","09","Sep","Dry","Sacramento River","mercury",2,0.00321,0.00453962553521764,0,0.00642,"1998 09"
"1998","09","Sep","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1998 09"
"1998","09","Sep","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1998 09"
"1998","09","Sep","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1998 09"
"1998","10","Oct","Dry","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1998 10"
"1998","10","Oct","Dry","Confluence","mercury",NA,NA,NA,NA,NA,"1998 10"
"1998","10","Oct","Dry","Sacramento River","mercury",2,0.00189,0.00166877200360025,0.00071,0.00307,"1998 10"
"1998","10","Oct","Dry","North Delta","mercury",NA,NA,NA,NA,NA,"1998 10"
"1998","10","Oct","Dry","Central Delta","mercury",NA,NA,NA,NA,NA,"1998 10"
"1998","10","Oct","Dry","South Delta","mercury",NA,NA,NA,NA,NA,"1998 10"
"1998","11","Nov","Wet","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1998 11"
"1998","11","Nov","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1998 11"
"1998","11","Nov","Wet","Sacramento River","mercury",NA,NA,NA,NA,NA,"1998 11"
"1998","11","Nov","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1998 11"
"1998","11","Nov","Wet","Central Delta","mercury",NA,NA,NA,NA,NA,"1998 11"
"1998","11","Nov","Wet","South Delta","mercury",NA,NA,NA,NA,NA,"1998 11"
"1998","12","Dec","Wet","Suisun Bay","mercury",NA,NA,NA,NA,NA,"1998 12"
"1998","12","Dec","Wet","Confluence","mercury",NA,NA,NA,NA,NA,"1998 12"
"1998","12","Dec","Wet","Sacramento River","mercury",2,0.004155,0.00364159992311072,0.00158,0.00673,"1998 12"
"1998","12","Dec","Wet","North Delta","mercury",NA,NA,NA,NA,NA,"1998 12"
